"MetaboliteName","FOBI","HMDB","KEGG","ChEBI","PubChem_CID","InChIKey","InChI_Code","ChemSpider"
"3,5-dihydroxyphenylvaleric acid glucuronide","FOBI:08812",NA,NA,NA,NA,"RLPWWOIWKYLCFU-IASGZQPQSA-N","InChI=1S/C17H22O10/c18-9-5-8(3-1-2-4-11(19)20)6-10(7-9)26-17-14(23)12(21)13(22)15(27-17)16(24)25/h5-7,12-15,17-18,21-23H,1-4H2,(H,19,20)(H,24,25)/t12-,13?,14?,15-,17+/m0/s1",NA
"3,5-dihydroxyphenylvaleric acid sulfate","FOBI:08813",NA,NA,NA,NA,"GXGQOCNOANVHKV-UHFFFAOYSA-N","InChI=1S/C11H14O7S/c12-9-5-8(3-1-2-4-11(13)14)6-10(7-9)18-19(15,16)17/h5-7,12H,1-4H2,(H,13,14)(H,15,16,17)",NA
"3,5-dihydroxycinnamic acid","FOBI:08814",NA,NA,NA,"6443769","MFFCZSWTQMCKFP-OWOJBTEDSA-N","InChI=1S/C9H8O4/c10-7-3-6(1-2-9(12)13)4-8(11)5-7/h1-5,10-11H,(H,12,13)/b2-1+","4947733"
"3,5-dihydroxycinnamic acid glucuronide","FOBI:08815",NA,NA,NA,NA,"YIAFSKCUHLQEAH-MEPLRXLMSA-N","InChI=1S/C15H16O10/c16-7-3-6(1-2-9(17)18)4-8(5-7)24-15-12(21)10(19)11(20)13(25-15)14(22)23/h1-5,10-13,15-16,19-21H,(H,17,18)(H,22,23)/b2-1+/t10-,11?,12?,13-,15+/m1/s1",NA
"3,5-dihydroxycinnamic acid sulfate","FOBI:08816",NA,NA,NA,NA,"KTPBHOMURDURSV-OWOJBTEDSA-N","InChI=1S/C9H8O7S/c10-7-3-6(1-2-9(11)12)4-8(5-7)16-17(13,14)15/h1-5,10H,(H,11,12)(H,13,14,15)/b2-1+",NA
"n-(3,5-dihydroxybenzoyl)glycine","FOBI:08817",NA,NA,NA,"71389989","RJGLFRQXIDISBX-UHFFFAOYSA-N","InChI=1S/C9H9NO5/c11-6-1-5(2-7(12)3-6)9(15)10-4-8(13)14/h1-3,11-12H,4H2,(H,10,15)(H,13,14)",NA
"alanine betaine","FOBI:08818",NA,NA,NA,"78265175","CJKONRHMUGBAQI-YFKPBYRVSA-N","InChI=1S/C6H13NO2/c1-5(6(8)9)7(2,3)4/h5H,1-4H3/t5-/m0/s1",NA
"valine betaine","FOBI:08819",NA,NA,NA,NA,"REWYJJRDEOKNBQ-ZETCQYMHSA-O","InChI=1S/C8H17NO2/c1-6(2)7(8(10)11)9(3,4)5/h6-7H,1-5H3/p+1/t7-/m0/s1",NA
"phenylalanine betaine","FOBI:08820",NA,NA,NA,"25837691","XTFQIRIHLGODFV-NSHDSACASA-N","InChI=1S/C12H17NO2/c1-13(2,3)11(12(14)15)9-10-7-5-4-6-8-10/h4-8,11H,9H2,1-3H3/t11-/m0/s1",NA
"pipecolic acid betaine","FOBI:08821",NA,NA,NA,"441447","XULZWQRXYTVUTE-ZETCQYMHSA-N","InChI=1S/C8H15NO2/c1-9(2)6-4-3-5-7(9)8(10)11/h7H,3-6H2,1-2H3/t7-/m0/s1","390180"
"phytic acid","FOBI:08822","HMDB03502",NA,NA,"890","IMQLKJBTEOYOSI-UHFFFAOYSA-N","InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)","866"
"phytanic acid","FOBI:08823","HMDB00801","C01607","CHEBI:16285","26840","RLCKHJSFHOZMDR-UHFFFAOYSA-N","InChI=1S/C20H40O2/c1-16(2)9-6-10-17(3)11-7-12-18(4)13-8-14-19(5)15-20(21)22/h16-19H,6-15H2,1-5H3,(H,21,22)","25001"
"elaidic acid","FOBI:08824",NA,"C01712","CHEBI:27997","637517","ZQPPMHVWECSIRJ-MDZDMXLPSA-N","InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9+","14881358 | 553123"
"vaccenic acid","FOBI:08825",NA,"C08367","CHEBI:28727 | CHEBI:36023","5281127","UWHZIFQPPBDJPM-BQYQJAHWSA-N","InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-8H,2-6,9-17H2,1H3,(H,19,20)/b8-7+","4444571"
"rumenic acid","FOBI:08826","HMDB03797","C04056","CHEBI:32798","5280644","JBYXPOFIGCOSSB-GOJKSUSPSA-N","InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-10H,2-6,11-17H2,1H3,(H,19,20)/b8-7+,10-9-","4444245"
"2-hydroxyhippuric acid","FOBI:08827","HMDB00840","C07588","CHEBI:9008","10253","ONJSZLXSECQROL-UHFFFAOYSA-N","InChI=1S/C9H9NO4/c11-7-4-2-1-3-6(7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)",NA
"4-hydroxyproline","FOBI:08828","HMDB00725","C01157","CHEBI:18095 | CHEBI:58375","5810 | 6971053","PMMYEEVYMWASQN-DMTCNVIQSA-N","InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1",NA
